Index,accX,accY,accZ,girX,girY,girZ,Time(ms)
0,0.1793,-0.4623,0.3755,-3.5725,3.9542,-1.5573,57897
1,0.0882,-0.4957,0.3679,-2.7405,3.4733,-4.6718,57917
2,0.0828,-0.476,0.3552,-0.1985,4.8855,3.4198,57937
3,0.0816,-0.5165,0.3894,-0.1756,4.5267,10.4885,57957
4,0.0975,-0.5536,0.4067,-2.5573,2.3664,6.5496,57977
5,0.1046,-0.5521,0.405,-2.1908,0.6718,-1.6183,57997
6,0.1043,-0.5377,0.3792,1.9542,2.5725,-6.5115,58017
7,0.0984,-0.5321,0.3772,3.5038,2.084,-8.1069,58037
8,0.1138,-0.5238,0.4082,0.626,-3.2824,-10.458,58057
9,0.0982,-0.5153,0.4114,-2.7405,-8.4656,-14.0382,58077
10,-0.0842,-0.5927,0.5063,-0.1069,-9.5725,-16.7252,58097
11,0.107,-0.5135,0.3904,6.8855,-7.2748,-11.2595,58117
12,0.441,-0.4054,-0.0042,11.916,26.0611,6.7481,58137
13,0.0135,-0.2994,0.3789,7.084,12.1603,14.855,58157
14,0.0792,-0.528,0.4106,-17.313,1.3511,25.2824,58177
15,0.1204,-0.557,0.4478,-34.2672,-0.6183,14.8092,58197
16,0.1116,-0.5392,0.4392,-54.0458,4.4122,14.3206,58217
17,0.2188,-0.5536,0.363,-71.6412,12.8702,22.8702,58237
18,0.1863,-0.6964,0.4187,-78.7939,26.6565,38.4122,58257
19,0.1937,-0.8143,0.3433,-70.3664,32.6641,35.3588,58277
20,0.0914,-0.7719,0.4451,-66.9466,46.7252,45,58297
21,0.0274,-0.6715,0.4109,-73.5802,49.7786,54.0382,58317
22,-0.0129,-0.7035,0.3591,-94.4657,51.8473,64.2977,58337
23,-0.0361,-0.7919,0.2849,-114.1756,47.5573,72.855,58357
24,-0.0502,-0.8292,0.197,-123.5954,50.7481,81.687,58377
25,-0.1232,-0.7985,0.1323,-119.9847,46.2595,92.6794,58397
26,-0.1718,-0.8341,0.1138,-99.6489,36.7252,106.9008,58417
27,-0.1628,-0.8378,0.0427,-62.8779,28.1908,111.0916,58437
28,-0.2209,-0.7062,-0.0305,-25.5878,23.5725,117.7634,58457
29,-0.2617,-0.5948,-0.0325,1.1603,16.9542,133.1679,58477
30,-0.2827,-0.6427,-0.0144,22.6183,4.8931,140.0992,58497
31,-0.2802,-0.6071,-0.0505,36.374,0.1756,144.9618,58517
32,-0.3708,-0.4498,-0.0647,47.8168,-3.7481,147.7481,58537
33,-0.4291,-0.454,-0.0732,54.2977,-9.2443,156.1527,58557
34,-0.4401,-0.4476,-0.0833,61.0382,-11.1069,163.9466,58577
35,-0.5292,-0.3793,0.0024,69.8092,-14.4885,168.5267,58597
36,-0.5817,-0.2972,0.0461,77.8321,-24.1374,164.8397,58617
37,-0.5427,-0.1376,-0.0161,79.3893,-28.3969,157.5802,58637
38,-0.5883,-0.059,-0.0024,85.6565,-26.8321,184.4504,58657
39,-0.572,-0.0861,0.0408,85.7786,-24.7405,181.9771,58677
40,-0.6313,-0.0958,0.1145,88.1985,-29.8397,166.6107,58697
41,-0.6215,0.0094,0.1274,106.1374,-29.5038,163.1145,58717
42,-0.6169,0.1036,0.1067,120.6336,-24.4427,170.145,58737
43,-0.6533,0.1998,0.1052,120.313,-15.9008,177.2519,58757
44,-0.6708,0.276,0.0942,111.6947,-11.2595,176.1145,58777
45,-0.697,0.3258,0.1626,104.7099,-9.6718,173.0153,58797
46,-0.6887,0.3661,0.2141,104.7099,-11.1145,165.0458,58817
47,-0.7006,0.4757,0.2061,102.2443,-8.6565,158.1679,58837
48,-0.7048,0.5585,0.1704,95.0382,-8.8168,152.5267,58857
49,-0.7038,0.5365,0.1965,93.145,-4.145,144.8015,58877
50,-0.7282,0.5634,0.2417,87.4504,-5.3206,135.3664,58897
51,-0.696,0.6549,0.2275,71.0611,-7.1527,128.6641,58917
52,-0.6479,0.6891,0.1746,55.374,-7.2443,121.4885,58937
53,-0.6503,0.7094,0.175,49.6336,-8.0916,119.1374,58957
54,-0.6081,0.7277,0.1711,51.229,-5.4809,113.8397,58977
55,-0.6325,0.7594,0.2324,53.313,-6.5573,110.3359,58997
56,-0.5798,0.7723,0.2334,57.0153,-12.9771,102.3664,59017
57,-0.5549,0.8588,0.2378,60.9466,-15.0382,96.8015,59037
58,-0.5092,0.891,0.2371,60.6183,-10.5191,89.2137,59057
59,-0.4885,0.9467,0.2703,53.1832,-5.5725,79.6336,59077
60,-0.506,0.9454,0.2856,41.0916,-8.6412,65.6718,59097
61,-0.4528,0.9435,0.2554,44.145,-14.1908,51.2519,59117
62,-0.4299,0.9823,0.238,55.8702,-6.7328,42.5954,59137
63,-0.4106,1.0021,0.218,56.5954,7.542,36.4885,59157
64,-0.5192,1.0143,0.2385,42.6794,12.458,32.0916,59177
65,-0.5578,1.0533,0.2292,25.7405,2.9618,24.7176,59197
66,-0.5056,1.0519,0.2173,16.6107,-6.687,15.5802,59217
67,-0.4582,1.0941,0.1326,16.0229,0.5267,14.2824,59237
68,-0.5373,1.0848,0.1475,5.6641,0.0458,21.5496,59257
69,-0.4587,1.0416,0.1687,0.2061,5.2748,17.8931,59277
70,-0.5356,1.0192,0.2371,3.0458,8.5802,9.9771,59297
71,-0.4948,1.0211,0.2068,12.2901,5.1145,0.8168,59317
72,-0.5075,1.0348,0.1724,19.0687,15.4885,-1.0687,59337
73,-0.5109,1.0094,0.1321,19.6947,28.8015,-0.6489,59357
74,-0.569,1.0292,0.1846,16.9466,29.2824,10.145,59377
75,-0.5654,1.0763,0.2083,14.1221,20.2366,15.374,59397
76,-0.53,1.1063,0.1787,11.9771,18.9618,13.3588,59417
77,-0.5507,1.1078,0.1321,8.5344,17.9237,8.6641,59437
78,-0.5881,1.0975,0.106,0.4275,17.855,9.313,59457
79,-0.5803,1.12,0.1072,-2.2595,12.7481,8.9771,59477
80,-0.5536,1.0748,0.113,-1.374,1.626,7.1603,59497
81,-0.5578,1.0275,0.1099,3.0076,-11.3282,1.0382,59517
82,-0.5424,1.1217,0.1533,-7.3359,-15.3817,-0.9008,59537
83,-0.5402,1.1073,0.1521,-20.0382,-17.3359,-5.4122,59557
84,-0.5019,1.078,0.116,-19.5725,-16.9466,-9.9237,59577
85,-0.5009,1.0682,0.0823,-8.1908,-9.9313,-8.5267,59597
86,-0.5722,0.9623,0.2344,4.5954,-12.9542,-12.458,59617
87,-0.6247,1.0907,0.2163,9.8626,-33.6336,-20.0382,59637
88,-0.5261,1.161,0.1121,-10.2061,-37.4122,-16.5573,59657
89,-0.5002,1.0865,0.1375,-25.9237,-27.2443,-13.7481,59677
90,-0.507,1.0321,0.1758,-24.6336,-15.1679,-11.7252,59697
91,-0.5224,0.9567,0.231,-13.3588,-7.1069,-9.7863,59717
92,-0.4951,0.9808,0.1819,5.2366,6.9084,-4.0611,59737
93,-0.4987,0.9965,0.1626,18.5344,23.2061,6.3282,59757
94,-0.5641,1.0404,0.1855,26.0076,34.6947,14.8092,59777
95,-0.6149,1.0729,0.1956,17.313,30.7863,22.8626,59797
96,-0.5837,1.1,0.137,15.9313,28.0305,25.4809,59817
97,-0.5798,1.0394,0.1416,22.9924,24.9771,26.5725,59837
98,-0.5656,1.0858,0.1274,29.916,19.7405,27.084,59857
99,-0.5895,1.1051,0.1667,21.9084,6.374,24.8473,59877
100,-0.5217,1.1056,0.1204,14.3969,-2.2443,21.4122,59897
101,-0.5104,1.1141,0.094,22.9695,3.7939,19.8855,59917
102,-0.5217,1.1136,0.1086,21.1069,5.6489,20.5344,59937
103,-0.5209,1.1559,0.075,13,2.7786,18.3969,59957
104,-0.4738,1.16,0.0576,1.4046,-0.771,13.5802,59977
105,-0.4836,1.0619,0.1057,11.9237,2.7557,-4.6107,59997
106,-0.5842,1.2338,0.1492,12.8702,-2.9924,-17.4504,60017
107,-0.5803,1.1578,0.0972,-6.6107,-18.0687,-28.7405,60037
108,-0.5165,1.0743,0.0891,-21.6565,-14.542,-20.8779,60057
109,-0.4633,0.9757,0.0461,-22.4733,-2.6947,-13.2901,60077
110,-0.4594,0.965,0.0354,1.4885,12.1832,-5.1756,60097
111,-0.5195,1.0538,0.0967,18.4046,15.4427,-3.2977,60117
112,-0.5334,1.1366,0.0955,14.8168,9.0076,-7.6718,60137
113,-0.5563,1.1608,0.1045,-1.9389,3.0763,-12.9924,60157
114,-0.5275,1.1185,0.1064,-15.145,-0.4198,-18.3817,60177
115,-0.5175,1.0804,0.1062,-19.2061,1.6489,-18.9313,60197
116,-0.5283,1.0431,0.1135,-18.1603,3.542,-18.7328,60217
117,-0.5397,1.0778,0.1125,-11.7023,7.8931,-19.1145,60237
118,-0.5568,1.0895,0.1196,-11.2901,6.229,-20.7099,60257
119,-0.5407,1.0648,0.1035,-16.8779,3.916,-19.6489,60277
120,-0.5607,1.0043,0.0969,-16.4427,1.8626,-16.313,60297
121,-0.5663,0.9865,0.0967,-4.7786,3.5573,-11.2214,60317
122,-0.5346,1.0216,0.0862,6.1908,7.3511,-2.7328,60337
123,-0.5429,1.0094,0.0793,14.0458,15.9237,5.5573,60357
124,-0.5558,1.0438,0.0803,19.1221,26.3664,15.1069,60377
125,-0.5988,1.0951,0.0952,20.1756,26.9084,19.0916,60397
126,-0.6147,1.0748,0.0874,21.145,15.7786,11.5573,60417
127,-0.5917,1.1183,0.0564,15.6107,7.0305,5.9924,60437
128,-0.5732,1.1158,0.054,3.9389,6.1603,1.1527,60457
129,-0.5468,1.0558,0.0413,-1.4046,8.7481,-1.2977,60477
130,-0.5558,0.9821,0.0525,14.0992,13.626,0.626,60497
131,-0.5734,0.9987,0.05,33.1908,16.3359,4.0076,60517
132,-0.5891,1.0316,0.0471,33.8702,11.9084,3.5496,60537
133,-0.5986,1.1254,0.0305,21.8321,3.5267,-1.9542,60557
134,-0.5781,1.1283,0.0112,5.145,-4.6336,-9.0763,60577
135,-0.569,1.0709,0.0481,-0.9771,-7.0687,-15.9847,60597
136,-0.5659,1.0363,0.0601,3.2748,-7.3435,-20.8626,60617
137,-0.5744,1.0753,0.0376,1.145,-8.7023,-19.5573,60637
138,-0.5969,1.0966,0.0195,-5.6718,-11.7939,-16.2977,60657
139,-0.612,1.0463,0.0352,-13.5038,-19,-15.084,60677
140,-0.5903,1.0099,0.021,-11.8702,-21.7634,-17.1145,60697
141,-0.5937,1.067,0.0398,-12.8702,-17.1908,-16.5038,60717
142,-0.6269,1.0792,0.0671,-22.5267,-17.084,-17.9924,60737
143,-0.602,0.9982,0.0889,-27.7328,-13.9008,-16.5878,60757
144,-0.5812,0.9501,0.0933,-22.4656,-7.4504,-12.5954,60777
145,-0.5746,0.9703,0.0818,-11.4046,1.8397,-7.0534,60797
146,-0.5764,0.9838,0.0781,-2.5725,6.5649,-2.7176,60817
147,-0.5939,1.0009,0.0859,1.2595,9.6489,2.3359,60837
148,-0.6113,1.0135,0.0886,-2.8321,6.5954,5.0992,60857
149,-0.5974,1.0238,0.0732,-6.2824,6.7099,6.2137,60877
150,-0.5871,1.0179,0.0581,-7.2595,11.7405,8.4733,60897
151,-0.5959,0.9894,0.0845,-2.3053,15.3359,9.5267,60917
152,-0.6066,1.0297,0.1064,3.0992,15.8092,9.2061,60937
153,-0.6054,1.038,0.0864,0.2137,12.8626,8.0992,60957
154,-0.6049,1.0272,0.1057,-1.4122,12.3359,6.0229,60977
155,-0.632,1.0118,0.1257,-3.3435,10.4427,3.7786,60997
156,-0.6269,1.0265,0.0708,-0.1985,5.9389,1.7023,61017
157,-0.6161,1.0138,0.0503,2.3893,4.2977,2.6641,61037
158,-0.6154,1.0214,0.0481,2.4504,-1.3664,0.8397,61057
159,-0.6115,1.0138,0.0464,3.916,-6.9771,-2.374,61077
160,-0.5856,1.0638,0.04,5.229,-7.4198,-1.4809,61097
161,-0.6205,1.0277,0.1003,2.2977,-14.8015,-3.8626,61117
162,-0.5981,1.0458,0.0679,-1.6412,-17.9313,-5.5496,61137
163,-0.5724,0.993,0.0547,-1.771,-14.3282,-7.1908,61157
164,-0.6049,1.0702,0.0869,-0.7176,-11.7634,-6.5725,61177
165,-0.5934,1.0243,0.0862,-11.4427,-13.5115,-7.2519,61197
166,-0.5893,0.9752,0.0984,-10.9466,-9.4275,-8.3206,61217
167,-0.5873,1.0099,0.0701,-5.6641,-6.8092,-7.6031,61237
168,-0.5803,0.9948,0.0918,-8.1298,-1.2519,-2.7405,61257
169,-0.5825,0.9774,0.1064,-3.4809,4.9542,0.4885,61277
170,-0.5607,0.9972,0.0942,2.7481,10.4275,5.4885,61297
171,-0.569,1.0018,0.0789,4.2061,15.8931,10.4885,61317
172,-0.5939,1.0343,0.0725,5.3435,16.8626,11.3893,61337
173,-0.6049,1.0504,0.0881,3.7405,12.7328,9.1679,61357
174,-0.5954,1.079,0.0806,-0.5573,7.626,7.3359,61377
175,-0.5727,1.0089,0.0659,0.2443,8.9237,6.2748,61397
0,0.0858,-0.3173,0.8416,0.6947,6.3893,1.7176,64557
1,0.2413,-0.2638,0.7427,-0.0229,3.4275,4.3588,64577
2,0.2379,-0.2748,0.7527,-0.3969,2.6107,3.771,64597
3,0.2274,-0.2599,0.7415,-0.8855,3.9084,1.2443,64617
4,0.2283,-0.2474,0.738,-3.0687,2.8702,0.1221,64637
5,0.2383,-0.2621,0.7288,-0.4885,4.9313,0.7023,64657
6,0.2491,-0.2848,0.7305,2.7634,6.8931,0.1756,64677
7,0.2505,-0.2885,0.7444,3.0611,6.9618,-1.4351,64697
8,0.2354,-0.2731,0.7488,2.2137,4.5649,-0.771,64717
9,0.2418,-0.277,0.7524,-1.5725,0.2672,-0.9924,64737
10,0.0235,-0.0292,1.1985,-2.1069,-35.8321,-4.1603,64757
11,0.242,-0.2582,0.7192,8.8702,4.7099,-3.4046,64777
12,0.2112,-0.1676,0.6428,2.2977,14.4962,4.1298,64797
13,0.243,-0.2054,0.6133,7.084,16.7557,20.3893,64817
14,0.244,-0.276,0.6804,2.8473,12.3511,12.2214,64837
15,0.2012,-0.2396,0.741,4.8092,7.6336,-2.8702,64857
16,0.2242,-0.2504,0.7183,6.3664,14.1298,0.5267,64877
17,0.2213,-0.2203,0.6904,6.542,19.9084,0.8092,64897
18,0.2142,-0.2179,0.7092,5.626,22.3817,2.2901,64917
19,0.1983,-0.2462,0.769,5.2748,20.0916,0.5878,64937
20,0.1807,-0.2579,0.8113,3.4809,16.1908,-1.7176,64957
21,0.1761,-0.2665,0.8162,-1.0076,16.0458,-3.626,64977
22,0.1429,-0.3197,0.7874,1.4275,15.1985,-5.9924,64997
23,0.1617,-0.2823,0.7454,10.9008,15.6489,-7.374,65017
24,0.1431,-0.2477,0.7703,15.0458,17.0763,-8.855,65037
25,0.1165,-0.2128,0.7998,8.8092,13.9237,-11.0382,65057
26,0.1185,-0.1908,0.7952,0.3053,9.4351,-8.2061,65077
27,0.1187,-0.2252,0.7969,-7.0382,5.6336,-4.7023,65097
28,0.136,-0.2665,0.7849,-7.9237,2.4733,-3.9847,65117
29,0.138,-0.2601,0.771,-6.4809,0.6412,-4.8015,65137
30,0.1529,-0.2462,0.7603,-8.0534,-1.5267,-3.855,65157
31,0.159,-0.2823,0.6987,-6.0763,0.5496,-2.6412,65177
32,0.1939,-0.3014,0.6599,1.8626,5.1069,-2.7328,65197
33,0.1949,-0.2804,0.6995,10.8168,10.084,-5.7786,65217
34,0.1683,-0.2076,0.75,8.3588,9.7023,-4.8092,65237
35,0.1468,-0.2023,0.7888,0.916,5.9237,-0.145,65257
36,0.1797,-0.1947,0.8108,-8.7405,9.7863,7.1069,65277
37,0.2015,-0.2196,0.8484,-26.5344,13.1832,8.3359,65297
38,0.2056,-0.2784,0.8733,-45.5496,20.7252,13.1603,65317
39,0.2535,-0.4166,0.8979,-62.0076,28.4351,20.3511,65337
40,0.2352,-0.4752,0.8501,-70.2443,42.9771,29.3817,65357
41,0.1392,-0.4823,0.8271,-76.6412,57.3511,35.5802,65377
42,0.0821,-0.4213,0.7937,-93.9389,69.2214,45.5649,65397
43,0.0047,-0.433,0.7915,-120.6641,72.5725,61.4733,65417
44,-0.0456,-0.5531,0.7554,-143.6794,66.7786,91.626,65437
45,-0.0427,-0.6451,0.6211,-144.4351,66.2214,108.7481,65457
46,-0.1015,-0.652,0.5149,-122.7328,64.6489,119.5878,65477
47,-0.1464,-0.6388,0.5061,-96.3359,60.5954,130.3512,65497
48,-0.1862,-0.5702,0.4771,-77.0305,55.3664,140.4962,65517
49,-0.2575,-0.4432,0.4202,-79.7405,45.5115,150.4275,65537
50,-0.301,-0.4362,0.3687,-87.9313,31.9542,155.7939,65557
51,-0.2939,-0.4659,0.3274,-76.3664,25.8626,155.9618,65577
52,-0.3068,-0.4999,0.3301,-48.5191,22.4504,154.2748,65597
53,-0.3732,-0.3993,0.3123,-11.4198,21.9542,154.8702,65617
54,-0.4372,-0.3939,0.2886,26.3435,16.3511,156.5267,65637
55,-0.3359,-0.4213,0.2073,75.3817,22.9008,155.4809,65657
56,-0.3371,-0.2692,0.1855,120.0611,44.1908,158.0763,65677
57,-0.4518,-0.0575,0.2925,123.5267,55.5115,161.2672,65697
58,-0.5727,0.0123,0.3774,87.4657,47.0153,168.6565,65717
59,-0.5729,0.0582,0.324,53.9313,39.9237,170.2595,65737
60,-0.5886,0.0013,0.2986,44.6183,41.5267,166.8092,65757
61,-0.5912,0.0804,0.2664,56,50.1527,169.6794,65777
62,-0.6503,0.0929,0.3359,72.8779,50.1679,168.6947,65797
63,-0.6721,0.245,0.2993,79.6107,49.3969,169.9313,65817
64,-0.6786,0.2909,0.2029,74.8702,51.1679,174.229,65837
65,-0.6994,0.2948,0.2437,77.1374,50.458,172.1527,65857
66,-0.7275,0.3917,0.3015,85.6107,36.7557,174.3053,65877
67,-0.695,0.5248,0.1912,94.9847,29.4275,175.6412,65897
68,-0.6315,0.6622,0.0608,100.8473,44.916,174.5954,65917
69,-0.707,0.6718,0.1536,106.3206,59.6489,170.9771,65937
70,-0.7097,0.7885,0.1877,104.9084,59.6641,152.458,65957
71,-0.7014,0.8361,0.1533,87.9389,59.1145,136.6107,65977
72,-0.7277,0.8724,0.1421,70.4198,48.8626,118.3053,65997
73,-0.6755,0.8536,0.1096,45.313,35.0229,96.3588,66017
74,-0.6638,0.8241,0.1143,23.9313,25.7939,83.9466,66037
75,-0.6281,0.8097,0.072,9.4809,20.8092,71.3817,66057
76,-0.6459,0.8361,0.0989,6.2672,17.145,70.4885,66077
77,-0.644,0.8429,0.1062,5.9771,5.9008,67.7252,66097
78,-0.5859,0.8673,0.0332,9.8779,6.7481,63.6412,66117
79,-0.5981,0.9022,0.0725,13.4122,8.1603,58.4962,66137
80,-0.5886,0.9091,0.1077,12.3359,9.2366,51.0992,66157
81,-0.6149,0.9584,0.126,9.2443,3.4122,41.9313,66177
82,-0.5705,0.9857,0.0906,1.9618,-2.3511,31.4962,66197
83,-0.5165,0.9088,0.043,12.0763,1.916,19.5267,66217
84,-0.5346,0.9476,0.0894,26.6031,7.9924,10.084,66237
85,-0.5942,0.9813,0.1104,23.8397,5.916,0.916,66257
86,-0.6191,1.0258,0.113,4.5038,-2.1985,-4.3206,66277
87,-0.549,0.9813,0.0466,-8.916,-0.9237,-4.6412,66297
88,-0.5427,0.9127,0.0378,-4.1298,11.6412,-1.5573,66317
89,-0.5734,0.9147,0.0305,2.7786,22.8092,7.6336,66337
90,-0.6118,0.9078,0.0381,8.4198,26.0687,16.1908,66357
91,-0.5966,0.9127,0.0381,27.0153,27.8931,23.2672,66377
92,-0.6249,0.9769,0.0305,46.2214,32.6947,32.0305,66397
93,-0.6245,1.1246,0.001,37.313,23.3664,36.7405,66417
94,-0.5981,1.0419,0.031,11.6718,12.1374,37.2061,66437
95,-0.5463,0.9137,0.0027,24.7634,5.9924,28.8321,66457
96,-0.5598,1.0756,0.0112,40.8244,4.8473,24.771,66477
97,-0.601,1.1134,0.012,34.8015,5.5496,20.8473,66497
98,-0.5803,1.0695,-0.002,24.6183,8.8015,17.4886,66517
99,-0.6071,1.0814,-0.0144,17.5114,9.5802,14.1756,66537
100,-0.6066,1.1002,-0.0417,6.3664,7.4122,11.5725,66557
101,-0.6054,1.0878,-0.0557,-1.8931,4.1527,6.1145,66577
102,-0.6147,1.0978,-0.0605,-7.4351,0.6412,-2.4885,66597
103,-0.5986,1.1517,-0.0708,-22.9695,-5.4656,-13.3817,66617
104,-0.5983,1.1678,-0.0508,-47.6489,-13.6718,-22.3588,66637
105,-0.5903,1.0624,0.052,-56.2748,-20,-29.6489,66657
106,-0.5771,0.9891,0.0442,-49.9847,-23.1298,-30.2977,66677
107,-0.6201,0.9449,0.0835,-35.6031,-29.0611,-29.2519,66697
108,-0.6237,1.0468,-0.0071,-37.1145,-34.3206,-27.1298,66717
109,-0.614,1.0907,-0.01,-55,-35.2672,-23.5878,66737
110,-0.6198,1.0087,0.0576,-65.8473,-34.5115,-21.2901,66757
111,-0.5998,0.8566,0.1033,-50.8779,-37.0076,-20.9542,66777
112,-0.5576,0.8309,0.0786,-17.2137,-25.3969,-13.9237,66797
113,-0.5817,0.9723,0.054,1.8015,-8.3893,1.5267,66817
114,-0.5805,1.0538,0.0825,-4.8931,1.1756,22.0763,66837
115,-0.5163,0.86,0.0837,-4.1756,16.7557,24.9542,66857
116,-0.5737,0.8766,0.1392,20.2443,33.3053,30.6489,66877
117,-0.5995,1.0089,0.1274,38.0458,33.5725,34.229,66897
118,-0.5683,1.0009,0.0925,42.2519,34.9008,36.7176,66917
119,-0.5488,0.9994,0.0437,56.8015,44.7252,31.5114,66937
120,-0.6774,1.1622,0.1301,38.5649,32.7176,28.6565,66957
121,-0.61,1.1014,0.0937,16.3435,13.4962,16.8244,66977
122,-0.5588,1.0233,-0.0334,39.7099,7.4809,11.3893,66997
123,-0.582,1.0511,-0.0024,51.8244,15.1069,16.2595,67017
124,-0.6057,1.1117,0.0076,41.8321,12.2595,15.9389,67037
125,-0.6108,1.1136,-0.0134,20.2519,6.8092,11.0382,67057
126,-0.59,1.1298,-0.0496,6.4809,3.1374,3.2214,67077
127,-0.5712,1.1356,-0.0713,-2.5038,-0.6336,-4.7557,67097
128,-0.5939,1.13,-0.0276,-10.8626,-7.6489,-12.8015,67117
129,-0.6113,1.1266,0.0193,-25.1908,-19.9542,-18.5267,67137
130,-0.5925,1.0677,0.0295,-40.4809,-26.9618,-25.3206,67157
131,-0.6088,1.0165,0.0527,-43.9084,-32.7939,-32.1374,67177
132,-0.5849,1.0468,0.0076,-38.687,-34.8015,-35.1908,67197
133,-0.5849,1.0358,-0.0007,-30.6641,-31.1832,-32.3511,67217
134,-0.5905,1.0123,0.0435,-29.7557,-29.0305,-26.7328,67237
135,-0.5905,0.953,0.062,-31.687,-27.5038,-20.4656,67257
136,-0.5905,0.9401,0.0752,-26.687,-23.6183,-10.1985,67277
137,-0.571,0.9691,0.0657,-19.2595,-13.1527,2.9618,67297
138,-0.5612,0.955,0.0601,2.5191,1.2748,14.2748,67317
139,-0.5422,1.0172,0.0405,16.5954,18.6794,26.0382,67337
140,-0.6096,1.016,0.0935,23.0229,30.2366,33.3664,67357
141,-0.6567,1.0729,0.1328,27.2443,30.1221,35.2901,67377
142,-0.632,1.1056,0.0891,19.7023,29.8015,37.1908,67397
143,-0.6078,1.0651,0.0674,19.4962,28.771,36.0687,67417
144,-0.5947,1.1097,0.0449,20.5802,25.229,38,67437
145,-0.5947,1.1058,0.0391,10.8931,16.9542,34.5191,67457
146,-0.5449,1.0804,0.0198,4.6641,10.6641,28.0916,67477
147,-0.5361,1.0521,0.0337,6.9771,8.5573,19.9466,67497
148,-0.5082,1.0826,-0.0288,8.5038,3.4351,11.0534,67517
149,-0.5182,1.101,-0.0242,-2.8092,3.6336,3.1298,67537
150,-0.5456,1.0875,0.0261,-13.2443,-0.3588,-4.2748,67557
151,-0.5546,1.0731,0.0576,-21.2977,-5.8015,-10.3053,67577
152,-0.5407,1.0641,0.0483,-23.8397,-10.5878,-12.6412,67597
153,-0.5392,1.0519,0.0515,-19.2824,-9.916,-12.1221,67617
154,-0.5705,1.0685,0.0625,-11.6183,-12.8626,-13.0305,67637
155,-0.5634,1.09,0.0515,-11.7023,-17.5573,-14.5954,67657
156,-0.5483,1.0482,0.0344,-13.1374,-17.2137,-16.2901,67677
157,-0.5605,1.0421,0.0662,-9.5573,-16.3359,-13.9847,67697
158,-0.5805,1.0548,0.0916,-7.6641,-14.8321,-9.9389,67717
159,-0.559,1.0546,0.1025,-9.9237,-15.8015,-4.2443,67737
160,-0.5104,1.0221,0.0708,-5.0458,-7.7099,4.542,67757
161,-0.488,1.0319,0.063,-0.0458,7.9924,15.9313,67777
162,-0.5004,1.0067,0.0725,6.771,21.3511,20.9389,67797
163,-0.5305,1.0321,0.0796,21.2061,29.771,21.2214,67817
164,-0.5588,1.0831,0.0767,25.9389,28.4351,22.7405,67837
165,-0.5502,1.1095,0.0559,16.8397,22.5191,22.0916,67857
166,-0.5248,1.0824,0.0574,9.7863,21.6565,21.2519,67877
167,-0.5197,1.0753,0.0532,14.1298,22.916,19.8015,67897
168,-0.5554,1.0909,0.0618,19.6412,18.2214,15.1603,67917
169,-0.5554,1.1469,0.019,19.3969,12.0153,9.8244,67937
170,-0.5471,1.1896,0.0005,5.4275,7.7481,4.8779,67957
171,-0.5517,1.1246,0.0098,-8.0534,4.0458,-2.4122,67977
172,-0.5363,1.1132,0.0251,-9.6947,1.4198,-6.0687,67997
173,-0.5529,1.0934,0.0305,-8.5115,-3.4198,-10.9924,68017
174,-0.5385,1.077,0.0132,-1.4198,-8.4885,-15.2443,68037
175,-0.5432,1.1151,0.0151,0.7863,-11.5725,-16.1603,68057
0,0.096,-0.2006,0.9314,2.3969,-0.8626,-1.8626,70977
1,0.2078,-0.1708,0.8135,-0.5115,4.9389,-2.0458,70997
2,0.2059,-0.1444,0.8203,-2.7939,1.6031,2.542,71017
3,0.2064,-0.1573,0.8003,-2.3282,1.2443,4.2366,71037
4,0.2032,-0.1666,0.7976,-1.2977,2.9695,4.9542,71057
5,0.2134,-0.1884,0.8074,0.3053,3.6947,4.8702,71077
6,0.2264,-0.1935,0.8201,4.0763,3.916,3.3969,71097
7,0.2039,-0.222,0.8755,5.4427,-0.9084,-1.626,71117
8,0.2098,-0.234,0.8887,4.7939,-13.6641,-8.2214,71137
9,0.2505,-0.2272,0.8696,5.2366,-25.7863,-13.2214,71157
10,0.1451,-0.236,0.6707,5.8168,-12.6718,-17.2901,71177
11,0.1754,-0.0148,0.8098,0.3664,4.7939,-9.2443,71197
12,0.0486,0.0677,0.9695,-25.626,-34.4504,3.4046,71217
13,0.5279,-0.1747,0.76,-52.4427,-28.3511,16.2443,71237
14,0.4473,-0.2887,0.7893,-43.1603,13.8397,22.7023,71257
15,0.3013,-0.2863,0.8599,-47.8321,23.6794,15.4351,71277
16,0.3096,-0.2802,0.9023,-66.1679,35.1908,16.2519,71297
17,0.2366,-0.3256,0.9741,-80.0382,42.084,28.313,71317
18,0.2352,-0.3351,0.9478,-92.8015,46.1832,33.5115,71337
19,0.2376,-0.3446,0.9053,-111.771,59.1069,48.4046,71357
20,0.1756,-0.4896,0.8799,-120.9008,68.2824,67.8702,71377
21,0.1253,-0.5497,0.8521,-115.5191,76.6794,74.7557,71397
22,0.0865,-0.5697,0.7903,-112.2824,76.4351,81,71417
23,0.0716,-0.5172,0.6831,-109.9084,82.7557,97.0382,71437
24,-0.0082,-0.5612,0.6472,-112.6641,83.9618,113.5343,71457
25,-0.0463,-0.6151,0.5684,-110.3359,78.8015,123.2748,71477
26,-0.0993,-0.5824,0.4836,-98.8321,75.4275,132.7481,71497
27,-0.1462,-0.5177,0.4155,-90.8244,71.2366,145.3893,71517
