Index,accX,accY,accZ,girX,girY,girZ,Time(ms)
0,-0.0505,-0.3396,0.6694,-6.4351,-0.8626,-9.4962,86713
1,0.0255,-0.1443,0.7615,-7.9084,1.0076,-1.9237,86733
2,0.0701,-0.1069,0.802,-9.2672,0.8779,2.0992,86753
3,0.0735,-0.1741,0.8501,-11.4962,0.2901,-0.2443,86773
4,0.0643,-0.1477,0.8188,-12.0916,1.0458,-4.1145,86793
5,0.0362,-0.1416,0.7957,-11.5649,-0.7252,-8.0076,86813
6,0.0499,-0.1321,0.7847,-11.3511,-2.8244,-7.7023,86833
7,0.0845,-0.1565,0.8071,-12.6565,-4.4733,-6.0305,86853
8,0.0811,-0.175,0.825,-13,-6.4427,-5.145,86873
9,-0.0002,-0.1372,0.8862,-22.9542,-11.0992,-13.0534,86893
10,0.1072,-0.1001,0.7297,-24.7786,-0.9084,-9.8244,86913
11,0.1905,-0.0967,0.7004,-44.7176,-0.7176,-1.7939,86933
12,-0.0761,0.1426,0.8953,-92.3206,-7.1145,47.9542,86953
13,0.1138,-0.0769,0.8782,-127.626,-29.8168,84.2137,86973
14,0.0355,-0.3486,0.6262,-153.7939,-41.6565,88.9771,86993
15,0.1641,-0.3357,0.5244,-135.1221,-3.9313,35.458,87013
16,0.1575,-0.3467,0.6882,-130.3969,18.3053,17.0611,87033
17,0.129,-0.4956,0.6951,-138.5191,13.9847,29.1603,87053
18,0.2078,-0.4739,0.5977,-167.4657,20.5114,34.5573,87073
19,0.0901,-0.6304,0.5598,-197.8779,25.1985,52.6565,87093
20,0.1104,-0.8557,0.469,-202.5725,26.1756,71.1374,87113
21,-0.0273,-0.937,0.4343,-179.7328,28.626,84.1985,87133
22,-0.1039,-0.8323,0.4124,-157.2977,25.7557,95.6947,87153
23,-0.2556,-0.7217,0.3389,-144.6718,18.8931,107.8855,87173
24,-0.3859,-0.6064,0.2773,-140.2748,1.2366,121.9389,87193
25,-0.3705,-0.6296,0.1619,-137.4046,-15.1221,137.9695,87213
26,-0.3989,-0.6162,0.0842,-114.4809,-18.8855,144.2366,87233
27,-0.4592,-0.5969,0.0862,-90.5954,-22.3817,149.3282,87253
28,-0.5295,-0.4751,0.0981,-53.9237,-27.8397,148.8931,87273
29,-0.5273,-0.3376,0.0117,-14.9466,-34.7405,151.6183,87293
30,-0.4648,-0.3445,0.0076,5.1298,-26.8779,154.7481,87313
31,-0.5246,-0.2759,0.092,9.3359,-26.8092,144.2672,87333
32,-0.5969,-0.1345,0.1128,6.4198,-35.8473,139.1908,87353
33,-0.5795,-0.1582,0.0596,-6.0687,-40.8321,135.6412,87373
34,-0.5583,-0.2034,0.0544,-16.374,-37.1908,127.5267,87393
35,-0.6452,-0.1892,0.1296,-14.6412,-36.9847,117.0611,87413
36,-0.6481,-0.1235,0.1462,-13,-41.3435,114.7023,87433
37,-0.6318,-0.1223,0.1157,-13.4733,-39.1832,118.2214,87453
38,-0.6437,-0.1338,0.124,-15.8244,-39.4885,115.2137,87473
39,-0.652,-0.1052,0.1843,-21.5496,-40.687,108.0916,87493
40,-0.6628,-0.0725,0.1907,-22.3664,-43.7786,107.5038,87513
41,-0.6723,-0.0317,0.1584,-20.6947,-43.0229,108.8626,87533
42,-0.7045,-0.0173,0.1729,-18.5878,-43.4962,107.7252,87553
43,-0.7028,0.0408,0.1873,-9.5267,-44.7481,104.6031,87573
44,-0.6799,0.0381,0.1987,-0.8626,-43.5725,99.9924,87593
45,-0.6999,0.0659,0.2214,3.1985,-38.5573,94.2977,87613
46,-0.7236,0.1416,0.2454,3.9466,-39.7405,86.3359,87633
47,-0.6943,0.1914,0.2493,1.145,-39.7023,78.4962,87653
48,-0.6784,0.1594,0.2458,-1.4351,-32.9008,67.626,87673
49,-0.7233,0.197,0.2778,-4.2443,-25,58.6031,87693
50,-0.7656,0.1907,0.2957,-8.6336,-25.4656,50.1145,87713
51,-0.7446,0.1555,0.2859,-2.4198,-22.8168,39.2748,87733
52,-0.7162,0.229,0.2483,13.2214,-10.8092,32.8015,87753
53,-0.7353,0.2539,0.2986,15.6489,1.1145,31.1679,87773
54,-0.7946,0.252,0.3081,2.5649,2.1832,23.2901,87793
55,-0.8168,0.2649,0.2922,-18.374,1.0305,19.626,87813
56,-0.8478,0.1921,0.2849,-33.9466,0.4427,17.7634,87833
57,-0.8195,0.1245,0.2561,-26.9847,3.1985,17.3206,87853
58,-0.831,0.1606,0.2568,-7.1603,8.374,21.2824,87873
59,-0.8588,0.2036,0.2671,4.4427,10.1832,24.1527,87893
60,-0.8701,0.2244,0.2429,5.2137,11.8931,23.5191,87913
61,-0.8874,0.2722,0.2476,-2.4809,10.5802,23.4504,87933
62,-0.8964,0.25,0.2581,-14.8168,3.0687,22.3969,87953
63,-0.851,0.2312,0.2485,-10.5954,0.1832,20.1756,87973
64,-0.8478,0.2358,0.2747,5.7252,3.2214,17.9237,87993
65,-0.8713,0.2883,0.2957,13.7481,1.9084,15.9008,88013
66,-0.8622,0.3152,0.2915,4.4656,-5.9313,14.0687,88033
67,-0.8686,0.2949,0.3049,-9.1908,-5.7481,10.9466,88053
68,-0.8615,0.2888,0.3037,-15.3893,-7.9771,9.0229,88073
69,-0.8464,0.2695,0.2805,-10.7176,-9.1069,7.7405,88093
70,-0.8608,0.2722,0.2871,-5.374,-9.0076,5.8931,88113
71,-0.8686,0.2485,0.2725,-7.3206,-11.6489,3.4427,88133
72,-0.8737,0.2581,0.2786,-10.4046,-10.771,2.2366,88153
73,-0.874,0.2566,0.2715,-11.855,-10.9389,3.6412,88173
74,-0.8574,0.2671,0.2517,-5.7176,-9.6641,3.9389,88193
75,-0.8503,0.2869,0.2495,0.0611,-8.4809,5.8244,88213
76,-0.8476,0.2876,0.2795,1.7863,-7.7557,5.229,88233
77,-0.8471,0.302,0.2625,0.2443,-6.2977,4.7405,88253
78,-0.8539,0.3003,0.2581,-2.3664,-5.7557,3.8702,88273
79,-0.8503,0.3,0.2546,-2.3817,-6.1298,2.9008,88293
80,-0.8434,0.2988,0.2512,-2.5267,-6.5115,2.4122,88313
81,-0.8403,0.3091,0.2688,-4.4809,-7.0076,2.1908,88333
82,-0.8434,0.3005,0.2568,-7.626,-6.542,2.084,88353
83,-0.8515,0.3103,0.2515,-9.8931,-6.1679,2.6031,88373
84,-0.8705,0.3147,0.252,-11.3893,-5.4351,3.0153,88393
85,-0.8769,0.3269,0.248,-14.1527,-6.0992,3.9466,88413
86,-0.8823,0.3342,0.251,-17.4046,-6.8015,4.542,88433
87,-0.9047,0.3176,0.2786,-19.3588,-7.4275,4.9542,88453
88,-0.8915,0.3096,0.2883,-19.8092,-9.2748,6.8702,88473
89,-0.8776,0.2888,0.3079,-17.3359,-8.9618,7.9542,88493
90,-0.8503,0.291,0.3059,-15.2519,-8.7252,8.8092,88513
91,-0.8391,0.2798,0.3015,-12.4809,-7.3053,7.6489,88533
92,-0.8505,0.2786,0.2871,-11.4275,-7.2519,5.5954,88553
93,-0.8701,0.2839,0.2961,-12.8015,-9.0458,2.4198,88573
94,-0.881,0.2637,0.3264,-15.5267,-15.0992,-0.9008,88593
95,-0.8447,0.2529,0.3306,-12.9618,-16.7099,-2.5038,88613
96,-0.8249,0.2405,0.3379,-6.8855,-14.3817,-1.9542,88633
97,-0.8254,0.2556,0.3245,-2.687,-11.9924,-1.1679,88653
98,-0.8293,0.2766,0.3137,-4.1374,-9.8168,-0.0153,88673
99,-0.8278,0.2686,0.2949,-6.0153,-8.5573,-0.4504,88693
100,-0.8373,0.2625,0.2888,-5.5802,-6.313,-1.1985,88713
101,-0.8447,0.2656,0.2991,-3.4885,-5.5191,-1.1221,88733
102,-0.8447,0.2688,0.3013,-2.7328,-5.3817,-0.4809,88753
103,-0.8422,0.272,0.3049,-2.3969,-4.2443,0.0382,88773
104,-0.84,0.2847,0.3057,-1.9618,-3.2748,0.1298,88793
105,-0.8342,0.2908,0.2969,-1.9313,-3.4504,-0.8168,88813
106,-0.8408,0.2915,0.3054,-2.5496,-4.0611,-1.6412,88833
107,-0.8464,0.2859,0.3086,-3.2519,-3.6336,-2.3053,88853
108,-0.8583,0.2871,0.3027,-3.7634,-4.3588,-1.8244,88873
109,-0.8483,0.2832,0.3135,-2.3664,-3.5038,-1.6718,88893
110,-0.8566,0.3005,0.3181,-2.8702,-3.2824,-0.4656,88913
111,-0.862,0.2822,0.3159,-5.6183,-4.3664,-1.5115,88933
112,-0.8571,0.2903,0.3103,-6.7328,-4.5954,-1.1298,88953
113,-0.8535,0.2742,0.3162,-8.1985,-4.8931,-0.1298,88973
114,-0.8395,0.2595,0.3113,-4.9924,-3.5802,0.1298,88993
115,-0.8412,0.2593,0.3137,-1.8779,-1.3435,1.0687,89013
116,-0.853,0.2646,0.3108,-1.5878,-2.0687,0.8015,89033
117,-0.8493,0.2649,0.3081,-2.6947,-4.1374,-0.3053,89053
118,-0.8344,0.2783,0.3135,-4.5954,-4.9313,-0.9313,89073
119,-0.843,0.2502,0.3103,-4.1221,-4.1527,-1.5191,89093
120,-0.8449,0.2561,0.3186,-2.6183,-3.2366,0.0153,89113
121,-0.843,0.2581,0.3171,-0.7099,-1.9771,0.1603,89133
122,-0.8493,0.2698,0.3032,-1.1298,-1.5191,0.3893,89153
123,-0.8532,0.2649,0.3062,-2.9008,-2.5878,-0.2443,89173
124,-0.8495,0.2539,0.3037,-3.4351,-3.7252,-0.9695,89193
125,-0.8434,0.2607,0.3145,-2.4275,-3.5649,0.0153,89213
126,-0.841,0.2588,0.3193,-0.9847,-2.6641,0.7328,89233
127,-0.8373,0.2722,0.3225,-0.9695,-1.145,1.8626,89253
128,-0.8471,0.2664,0.3115,-1.1298,-0.2748,0.9618,89273
129,-0.8593,0.2739,0.301,-2,-1.1679,0.0153,89293
130,-0.8581,0.2742,0.3013,-2.7252,-2.7557,-0.0916,89313
131,-0.8461,0.2593,0.3035,-2.0305,-2.8626,0.2366,89333
132,-0.8474,0.271,0.3079,-0.0458,-1.5344,1.6718,89353
133,-0.8527,0.2686,0.3093,-1.6489,-1.9847,2.2977,89373
134,-0.8488,0.2727,0.3132,-2.4733,-2.2519,1.9084,89393
135,-0.8483,0.2708,0.3113,-2.0992,-2.0305,1.4885,89413
136,-0.8471,0.2664,0.3,-1.8626,-2.0763,1.1298,89433
137,-0.8491,0.2754,0.3054,-2.4656,-1.9237,1.0305,89453
138,-0.8576,0.2644,0.3108,-3.0229,-2.4046,1.8855,89473
139,-0.8552,0.2612,0.3049,-2.4046,-2.2748,2.2824,89493
140,-0.8493,0.2725,0.3137,-0.9084,-2.3359,3.4809,89513
141,-0.8471,0.2815,0.3066,-1.6336,-1.8702,3.2748,89533
142,-0.8535,0.2776,0.3071,-3.6336,-3.2824,2.0916,89553
143,-0.8403,0.2649,0.3008,-3.4962,-4.1221,1.2443,89573
144,-0.8366,0.2747,0.3057,-1.7481,-3.8168,1.6718,89593
145,-0.8417,0.2688,0.3086,-1.8702,-3.6031,1.2366,89613
146,-0.8513,0.2764,0.2981,-2.9084,-3.0763,1.1145,89633
147,-0.8549,0.2578,0.3066,-3.1908,-2.7252,1,89653
148,-0.8491,0.2727,0.3037,-1.1298,-2.7634,1.1221,89673
149,-0.8486,0.28,0.3074,-0.084,-1.6183,1.313,89693
150,-0.8622,0.2861,0.3022,-1.5115,-3.5573,1.084,89713
151,-0.8569,0.2659,0.3105,-3.9313,-4.8397,0.4656,89733
152,-0.8537,0.2778,0.3008,-2.3206,-3.9084,0.8321,89753
153,-0.8469,0.2688,0.3064,-1.2366,-3.0992,2.1908,89773
154,-0.8449,0.2764,0.3013,-1.4122,-2.9847,2.687,89793
155,-0.8444,0.2856,0.3047,-1.4275,-2.7481,1.9466,89813
156,-0.8493,0.2832,0.3018,-2.7252,-3.3817,1.2519,89833
157,-0.8549,0.2776,0.3032,-3.0992,-3.8702,0.5191,89853
158,-0.8461,0.2759,0.3159,-2.6336,-3.6107,1.0153,89873
159,-0.8459,0.27,0.3162,-2.2137,-3.2061,1.5267,89893
160,-0.8474,0.2754,0.3013,-2.0611,-2.7099,1.7786,89913
161,-0.853,0.2744,0.3037,-2.7481,-2.4351,1.9084,89933
162,-0.8552,0.2842,0.3052,-2.626,-3.2595,1.5115,89953
163,-0.8476,0.2793,0.3086,-2.6794,-3.9924,1.1679,89973
164,-0.8461,0.2703,0.3186,-3.7328,-3.6107,1.5115,89993
165,-0.8466,0.2708,0.3174,-1.6489,-2.8473,0.7405,90013
166,-0.8508,0.2776,0.3088,-2.6107,-2.8321,1.5649,90033
167,-0.8481,0.2688,0.322,-2.2519,-3.0305,1.6718,90053
168,-0.8437,0.2903,0.3052,-1.6947,-3.1069,1.4809,90073
169,-0.8471,0.2725,0.3115,-2.5496,-3.374,0.7786,90093
170,-0.8476,0.2717,0.3142,-3.1221,-3.145,-0.2366,90113
171,-0.8547,0.2673,0.2993,-3.626,-2.9695,0.6183,90133
172,-0.8517,0.2605,0.3098,-2.4885,-2.9924,1.1069,90153
173,-0.8434,0.2722,0.3113,-0.5573,-3.1679,2.4733,90173
174,-0.8471,0.2937,0.3091,-0.4733,-3.3817,1.5344,90193
175,-0.8486,0.2869,0.312,-2.3969,-3.8702,0.7557,90213
0,-0.1008,-0.3179,0.8442,-3.6107,7.1679,7.855,93833
1,0.0953,-0.2983,0.7041,3.7634,6.5878,-4.9847,93853
2,0.0953,-0.2668,0.7324,5.5115,2.9847,-10.3969,93873
3,0.1014,-0.2234,0.718,4.6107,1.8779,-9.4962,93893
4,0.1258,-0.186,0.7351,0.2824,0.6489,-3.2977,93913
5,0.1534,-0.2075,0.7417,-4.8397,-3.0687,2.5496,93933
6,0.1221,-0.2615,0.7476,-7.0611,-7.8168,2.8015,93953
7,0.1133,-0.2483,0.759,-9.5344,-13.6489,4.1679,93973
8,0.1275,-0.218,0.7251,-8.916,-19.8473,5.5191,93993
9,0.0084,-0.428,0.8044,-9.0992,-32.4351,-0.855,94013
10,0.0836,-0.3394,0.7983,-3.0916,-30.916,-15.3969,94033
11,0.1104,-0.1902,0.6785,-12.7405,-38.229,-27.8473,94053
12,0.1351,-0.158,0.7791,-33.7863,-41.3893,-6.4122,94073
13,0.3143,-0.0667,0.6921,-46.6641,-19.6107,14.8321,94093
14,0.2698,-0.0747,0.8225,-80.3893,-6.5573,16.5038,94113
15,0.4451,-0.0171,0.6604,-116.6718,16.8473,46.4351,94133
16,0.1797,-0.4539,0.7173,-177.5802,33.3053,73.0763,94153
17,0.3187,-0.46,0.5149,-234.9924,33.5954,65.458,94173
18,0.1046,-0.8352,0.5974,-231.5114,29.0305,60.4046,94193
19,0.252,-1.1384,0.3457,-121.1908,28.7023,41.7939,94213
20,0.1539,-0.8088,0.4023,-3.3969,68.4885,53.855,94233
21,-0.0673,-0.5337,0.5303,31.8092,69.0916,90.0382,94253
22,-0.1266,-0.4534,0.5291,-6.1527,56.1985,119.5954,94273
23,-0.2109,-0.54,0.4683,-48.1145,38.9542,132.0076,94293
24,-0.2294,-0.6196,0.4146,-77.5878,24.4275,125.0611,94313
25,-0.2138,-0.6118,0.3447,-80.7023,17.0992,128.3817,94333
26,-0.2543,-0.5361,0.3147,-75.9084,13.9237,137.626,94353
27,-0.2866,-0.5393,0.2988,-73.6489,8.5496,148.1374,94373
28,-0.2973,-0.4766,0.2427,-79.5649,6.771,158.2748,94393
29,-0.3544,-0.4641,0.2263,-95.084,-2.6565,161,94413
30,-0.36,-0.4377,0.1694,-107.6489,-12.2901,160.6183,94433
31,-0.3998,-0.3762,0.1543,-110.7252,-15.7939,158.1145,94453
32,-0.4799,-0.3933,0.1323,-106.1908,-26.8473,152.9389,94473
33,-0.5121,-0.3423,0.0918,-90.2901,-30.6489,150.2061,94493
34,-0.6301,-0.303,0.1465,-66.7176,-39.916,146.8626,94513
35,-0.6682,-0.2627,0.1594,-49.7328,-53.5344,143.4427,94533
36,-0.601,-0.1726,0.1548,-43.626,-59.1069,149.1145,94553
37,-0.6379,-0.1404,0.178,-40.6947,-56.4809,148.8779,94573
38,-0.6252,-0.1196,0.1755,-33.6183,-59.0916,133.3435,94593
39,-0.5366,-0.1321,0.1243,-25.8321,-54.1756,133.9389,94613
40,-0.5307,-0.052,0.1238,-27.0992,-39.7786,133.5725,94633
41,-0.5864,0.0293,0.157,-41.2519,-34.4733,125.6107,94653
42,-0.6091,0.0977,0.2002,-56.0458,-37.9389,118.3664,94673
43,-0.5976,0.0408,0.1914,-58.0534,-39.626,112.145,94693
44,-0.5878,0.064,0.1558,-43.9313,-34.4809,105.9695,94713
45,-0.6218,0.1064,0.1616,-38.9084,-28.0305,99.855,94733
46,-0.694,0.1108,0.2007,-40.0229,-31.7634,83.5496,94753
47,-0.7194,0.1685,0.2275,-33.2137,-33.6412,74.1527,94773
48,-0.7187,0.1377,0.2476,-18.1527,-32.4962,71.8244,94793
49,-0.7436,0.1785,0.3059,-11.1221,-28.2595,69.3053,94813
50,-0.8061,0.239,0.2578,-17.1527,-30.145,67.8321,94833
51,-0.819,0.2048,0.1975,-47.1756,-39.7939,63.8092,94853
52,-0.8036,0.1567,0.219,-59.5954,-41.3817,56.8702,94873
53,-0.8015,0.1475,0.2998,-46.3511,-38.2366,54.5496,94893
54,-0.7907,0.1584,0.3047,-24.3053,-35.4046,53.4351,94913
55,-0.8288,0.2507,0.3462,-8.9237,-31.2824,55.7252,94933
56,-0.8403,0.301,0.3293,-3.9313,-33.9466,55.0229,94953
57,-0.8234,0.3267,0.3301,-6.5954,-34.6107,53.1374,94973
58,-0.8036,0.3057,0.3813,-4.0992,-31.0305,47.0763,94993
59,-0.7836,0.3242,0.4136,3.3664,-26.7557,41.0229,95013
60,-0.7763,0.3689,0.3647,11.6489,-19.4198,37.9389,95033
61,-0.8376,0.377,0.3853,24.9313,-19.2748,35.2366,95053
62,-0.8625,0.3689,0.4209,38.374,-26.4427,30.5954,95073
63,-0.8425,0.4177,0.4023,37.7863,-26.5573,27.9313,95093
64,-0.8459,0.4871,0.3777,14.4809,-22.6336,26.2443,95113
65,-0.8745,0.4563,0.3594,-14.2366,-21.5954,21.5725,95133
66,-0.872,0.4224,0.3301,-26.0076,-19.0076,16.8092,95153
67,-0.8774,0.3613,0.3096,-17.7252,-15.7252,15.3817,95173
68,-0.86,0.3887,0.3118,0.687,-13.8702,17.5191,95193
69,-0.8456,0.4558,0.2981,3.1069,-11.7405,22.5878,95213
70,-0.8456,0.4402,0.3313,-7.5038,-13.7023,23.0153,95233
71,-0.8046,0.4197,0.3291,-12.0992,-13.4809,17.8092,95253
72,-0.7587,0.3992,0.3311,-2.5954,-6.4962,12.6947,95273
73,-0.7702,0.4084,0.3459,11.7023,2.2519,10.9542,95293
74,-0.8076,0.47,0.3799,9.4504,3.9618,11.8244,95313
75,-0.8471,0.4646,0.3906,-3.6489,1.4733,9.3588,95333
76,-0.8193,0.4604,0.3491,-4.2824,-0.0153,5.1679,95353
77,-0.8193,0.4448,0.3569,3.5573,3.4427,2.3511,95373
78,-0.8525,0.4585,0.3936,5.0534,1.5191,1.145,95393
79,-0.8552,0.4756,0.3865,-3.3206,-0.9847,2.0534,95413
80,-0.8398,0.4468,0.3606,-15.9313,-1.1832,3.374,95433
81,-0.8437,0.4148,0.3567,-19.4656,-1.2824,1.5954,95453
82,-0.8627,0.4167,0.4097,-15.6565,-5.9466,-1.0229,95473
83,-0.8408,0.4333,0.4021,-17.2672,-9.1679,-1.2901,95493
84,-0.8129,0.4116,0.3425,-21.2595,-3.9542,-1.4198,95513
85,-0.8146,0.3779,0.3257,-14.9389,1.7099,-1.2519,95533
86,-0.8337,0.3877,0.3909,-5.916,4.4351,1.2137,95553
87,-0.8452,0.4146,0.3982,-1.5649,4.8015,4.9389,95573
88,-0.8598,0.4453,0.3997,-5.4046,5.6107,6.9389,95593
89,-0.8749,0.4397,0.3877,-9.3511,3.5267,4.7634,95613
90,-0.8683,0.4158,0.3713,-6.4962,-0.0153,1.7863,95633
91,-0.8554,0.4192,0.374,-1.3359,-1.6183,0.6565,95653
92,-0.8478,0.4016,0.3726,1.3206,-3.2748,1.0992,95673
93,-0.8447,0.4263,0.3611,-0.3053,-3.626,2.0611,95693
94,-0.8425,0.4238,0.3601,-6.2748,-6.0763,1.8473,95713
95,-0.8476,0.4111,0.3586,-9.1374,-8.4809,0.8015,95733
96,-0.8317,0.3958,0.3613,-5.4046,-9.0458,-1.9008,95753
97,-0.8261,0.417,0.3557,0.8855,-5.7481,-1.4809,95773
98,-0.832,0.4143,0.3645,2.1221,-4.8092,-0.1221,95793
99,-0.8491,0.425,0.3745,-1.9313,-4.0305,0.8626,95813
100,-0.8593,0.418,0.3618,-4.9313,-5.9618,0,95833
101,-0.8422,0.4114,0.3477,-0.8779,-5.916,-0.3893,95853
102,-0.8295,0.4075,0.354,4.8244,-3.3511,-0.2824,95873
103,-0.8359,0.4375,0.3472,7.2977,-1.626,1.1908,95893
104,-0.8417,0.447,0.3643,-1.145,-3.8931,3.2443,95913
105,-0.8452,0.4202,0.3677,-6.8931,-6.374,1.5038,95933
106,-0.8203,0.4194,0.3521,-6.7939,-5.3511,0.5573,95953
107,-0.8268,0.4006,0.3674,-2.0382,-1.8931,0.229,95973
108,-0.8339,0.4146,0.3643,2.229,-1.1298,1.1069,95993
109,-0.8366,0.4297,0.3635,-0.7939,-1.4656,2.1603,96013
110,-0.8491,0.4355,0.3584,-5.2824,-2.7328,1.4733,96033
111,-0.8452,0.4255,0.3701,-8.6031,-4.2443,-0.313,96053
112,-0.8447,0.4021,0.3699,-6.9313,-5.4351,-1.5573,96073
113,-0.8474,0.3977,0.3704,-0.7405,-3.3893,-0.5878,96093
114,-0.8432,0.4243,0.3816,0.7099,-2.3817,2.2672,96113
115,-0.8415,0.4268,0.3821,-1.4733,-2.5267,2.5344,96133
116,-0.8442,0.4282,0.364,-3.9695,-2.687,1.7023,96153
117,-0.843,0.4121,0.3506,-4.1985,-3.2214,0.1985,96173
118,-0.8427,0.3999,0.3591,-1.4885,-3.1221,-0.2824,96193
119,-0.8359,0.4248,0.3591,-0.6794,-2.4885,1.4962,96213
120,-0.8373,0.4177,0.3743,-0.0992,-2.5038,1.8626,96233
121,-0.831,0.4331,0.3633,-0.626,-1.6565,2.0458,96253
122,-0.842,0.4268,0.3599,-4.3282,-1.313,2.0687,96273
123,-0.8495,0.4087,0.3608,-4.2137,-1.8855,0.1069,96293
124,-0.8483,0.4106,0.3674,-1.8397,-3.6794,0.4962,96313
125,-0.8337,0.418,0.3657,0.2977,-3.2366,1.2748,96333
126,-0.8364,0.4241,0.3599,0.5802,-2.2061,2.0916,96353
127,-0.8437,0.4282,0.3635,-1.3511,-1.458,1.7939,96373
128,-0.8476,0.4224,0.3647,-4.3053,-2.2977,1.3893,96393
129,-0.8481,0.416,0.3586,-3.1985,-2.9618,-0.0153,96413
130,-0.8444,0.425,0.3679,-2.0229,-3.4427,0.1221,96433
131,-0.8395,0.4177,0.3691,-2.6031,-2.6336,1.458,96453
132,-0.8417,0.4275,0.3647,-3.4275,-2.0458,2.3511,96473
133,-0.8344,0.4238,0.3516,-3.8244,-1.8702,1.4656,96493
134,-0.8364,0.4204,0.3494,-2.5878,-1.1374,1.0534,96513
135,-0.8505,0.4087,0.3591,-1.3053,-2.2137,0.5802,96533
136,-0.851,0.4194,0.3608,-0.6947,-3.2901,0.5954,96553
137,-0.8425,0.429,0.3701,-2.5191,-3.0382,1.4427,96573
138,-0.8403,0.4182,0.3667,-3.4885,-2.5878,1.2214,96593
139,-0.8405,0.4207,0.3608,-2.6718,-1.8168,1.4962,96613
140,-0.8383,0.4175,0.3567,-2.0382,-2.0076,1.4351,96633
141,-0.8464,0.4209,0.3489,-2.2137,-1.9008,1.3817,96653
142,-0.8483,0.4248,0.3696,-3.4885,-2.7252,1.5802,96673
143,-0.8417,0.4214,0.3623,-3.5267,-3.4733,1.7939,96693
144,-0.8361,0.4255,0.3584,-1.2366,-1.8244,1.374,96713
145,-0.8434,0.4277,0.3555,-1.0687,-0.5038,1.4351,96733
146,-0.8557,0.4243,0.3623,-2.916,-2.6183,1.2748,96753
147,-0.843,0.4194,0.3584,-4.0382,-3.8168,0.3511,96773
148,-0.8364,0.4146,0.3684,-1.5191,-2.9237,0.0687,96793
149,-0.84,0.4314,0.3679,-0.2137,-1.4046,1.8473,96813
150,-0.8557,0.4341,0.3706,-2.7863,-1.687,2.5115,96833
151,-0.8569,0.4243,0.3721,-2.8015,-3.5191,1.2748,96853
152,-0.8359,0.4253,0.3445,-0.2901,-3.2672,1.2137,96873
153,-0.8386,0.4329,0.3442,0.2977,-0.9237,2,96893
154,-0.851,0.4258,0.3523,-1.4962,-2.542,1.4656,96913
155,-0.8408,0.4255,0.3462,-3.5573,-3.3817,1.4504,96933
156,-0.8383,0.415,0.3574,-2.5267,-2.1374,1.1603,96953
157,-0.8403,0.4351,0.3586,-1.6565,-1.9695,1.5344,96973
158,-0.8371,0.4275,0.3579,-1.9084,-1.0763,0.8626,96993
159,-0.8417,0.4297,0.3511,-3.8168,-1.5573,1.374,97013
160,-0.8434,0.4102,0.3521,-3.7634,-2.3435,0.8244,97033
161,-0.8454,0.4275,0.3484,-1.9695,-1.5038,1.0382,97053
162,-0.8561,0.4229,0.3745,-1.0916,-2.5573,0.7939,97073
163,-0.843,0.437,0.3711,-1.4733,-3.7405,0.6031,97093
164,-0.8395,0.418,0.3562,-3.3588,-1.8473,0.6107,97113
165,-0.8581,0.4192,0.3533,-4.0153,-1.1298,0.9924,97133
166,-0.8603,0.4099,0.3552,-1.7557,-3.3282,0.7481,97153
167,-0.8412,0.4363,0.3557,-0.458,-4.4427,1.5344,97173
168,-0.8286,0.4387,0.3582,-1.7405,-2.916,0.7863,97193
169,-0.8398,0.4307,0.3535,-3.6489,-1.9618,0.4733,97213
170,-0.8495,0.415,0.3567,-4.3969,-2.5496,-0.229,97233
171,-0.8427,0.4194,0.3528,-2.4427,-2.9084,0.2977,97253
172,-0.8405,0.4299,0.3499,-1.8397,-2.1298,1.5191,97273
173,-0.8454,0.4426,0.3547,-2.229,-1.2519,2.2672,97293
174,-0.8554,0.4307,0.3542,-3.2519,-2.6794,1.2672,97313
175,-0.8425,0.4314,0.3608,-3.0763,-3.3359,0.4885,97333
0,0.4224,0.011,0.7114,1.2901,20.145,15.0305,100253
1,0.1929,-0.231,0.8242,-0.6794,10.8397,-8.8244,100273
2,0.1964,-0.1667,0.8259,-6.9313,-5.7557,-14.3969,100293
3,0.231,-0.1345,0.7759,-10.1145,-9.9695,-13.6947,100313
4,0.2161,-0.1501,0.7585,-6.6336,-6.1985,-9.7176,100333
5,0.243,-0.1323,0.7747,-4.9924,-4.8244,-12.0687,100353
6,0.2447,-0.123,0.7703,-5.145,-5.6641,-3.4733,100373
7,0.2498,-0.1211,0.7581,-7.1527,-4.8244,6.8397,100393
8,0.2562,-0.1462,0.7495,-6.1603,0.0153,11.5191,100413
9,0.2444,-0.1682,0.7732,-2.7405,2.9618,16.6336,100433
10,0.231,-0.1655,0.7844,-2.1832,3.3435,19.0687,100453
11,0.1978,-0.1848,0.8315,-5.6183,-0.8168,12.7557,100473
12,0.2308,-0.1843,0.772,-10.5038,-1.6107,0.4656,100493
13,0.1866,-0.1956,0.842,-13.4351,-7.0076,-5.9008,100513
14,0.3734,-0.3984,0.6611,-16.4275,-13.7481,-10.6183,100533
15,0.4683,0.446,0.5276,-11.4046,3.5802,11.6412,100553
16,0.0443,-0.0725,0.8157,-30.1374,12.1374,36.5267,100573
17,0.2042,-0.0981,0.8088,-51.3435,-15.6107,15.2748,100593
18,0.2903,-0.2449,0.7446,-49.5191,-4.7557,23.771,100613
19,0.213,-0.2637,0.7625,-35.1908,2.1298,14.9084,100633
