Index,accX,accY,accZ,girX,girY,girZ,Time(ms)
0,0.0115,-0.0623,0.7158,0.1145,13.7328,-4.6107,67356
1,-0.0746,-0.0845,0.8179,-1.4504,5.6565,-1.5115,67376
2,-0.0952,-0.0872,0.8169,3.0687,8.1527,-1.8397,67396
3,-0.0646,-0.0901,0.8203,4.3969,10.7786,-7.0611,67416
4,-0.0678,-0.0901,0.8596,4.5344,7.5344,-5.2748,67436
5,-0.0766,-0.0935,0.9021,1.2595,1.4198,-4.4733,67456
6,-0.0837,-0.1335,0.9058,7.8779,0.2901,-8.0382,67476
7,-0.0678,-0.1509,0.9045,5.3969,-4.8168,-12.7481,67496
8,-0.664,0.0598,1.4229,-23.0534,-59.6183,-29.6183,67516
9,0.053,0.1497,0.7278,-26.0305,-6.3053,13.9542,67536
10,-0.093,-0.0034,0.9658,-39.0229,-6.4122,11.2824,67556
11,-0.0964,-0.0413,1.0125,-74.7099,-20.855,11.2519,67576
12,0.0037,-0.0525,1.0027,-108.2672,-23.4122,13.5191,67596
13,0.0032,-0.2061,0.8967,-138.6031,-0.2214,29.4046,67616
14,-0.0436,-0.3662,0.9009,-145.5343,23.3817,39.9008,67636
15,-0.1569,-0.3931,1.0042,-136.2137,36.6794,48.0305,67656
16,-0.185,-0.3792,0.9878,-134.2061,37.542,53.8397,67676
17,-0.1711,-0.3572,0.917,-162.8092,38.4809,64.687,67696
18,-0.2148,-0.3931,0.7266,-198.3664,43.2672,81.0534,67716
19,-0.2734,-0.5791,0.5723,-206.2214,48.0992,94.8855,67736
20,-0.2729,-0.7136,0.4819,-181.0153,49.8092,107.8855,67756
21,-0.3144,-0.6028,0.384,-146.1985,59.0611,122.687,67776
22,-0.4081,-0.5164,0.3423,-128.4657,56.1985,142.9542,67796
23,-0.4389,-0.4871,0.2646,-119.5954,50.8321,166.5725,67816
24,-0.4892,-0.5364,0.2209,-103.5649,39.2824,177.7099,67836
25,-0.4997,-0.5959,0.1243,-65.0763,31.5573,177.229,67856
26,-0.5678,-0.458,0.1184,-29.0153,29.0305,173.8244,67876
27,-0.6274,-0.3196,0.1208,-6.3206,15.5115,177.7786,67896
28,-0.59,-0.2637,0.0547,1.3893,5.8702,185.3817,67916
29,-0.6022,-0.1714,0.0254,12.6183,6.5038,188.3206,67936
30,-0.6142,-0.1165,0.0645,16.5573,3.1298,186.458,67956
31,-0.5827,-0.0627,0.0774,10.7099,-2.4122,179.7176,67976
32,-0.6149,0.0049,0.084,7.5038,0.1756,170.542,67996
33,-0.6657,0.0781,0.0962,1.2366,-2.5649,162.7252,68016
34,-0.6799,0.1304,0.1099,-7.7099,-9.3206,154.8397,68036
35,-0.6723,0.156,0.1082,-14.7252,-13.5573,146.5649,68056
36,-0.6628,0.2231,0.092,-25.8931,-13.458,138.1069,68076
37,-0.6845,0.2222,0.1155,-35.229,-18.916,133.2748,68096
38,-0.6955,0.2183,0.1226,-33.7863,-24.0382,123.8473,68116
39,-0.6916,0.2551,0.1545,-21.7634,-27.2824,116.3206,68136
40,-0.7009,0.2488,0.2185,-7.3359,-27.4962,109.7863,68156
41,-0.6957,0.29,0.2249,6.1832,-27.5191,104.084,68176
42,-0.6808,0.3647,0.208,14.0305,-17.8626,103.4733,68196
43,-0.7253,0.4258,0.2617,11.9008,-10.3969,103.9695,68216
44,-0.7658,0.4385,0.3318,11.8092,-15.5267,100.9084,68236
45,-0.736,0.4529,0.301,17.5344,-18.5649,95.7023,68256
46,-0.7321,0.4773,0.2747,26.6489,-17.1145,87.6183,68276
47,-0.7526,0.5793,0.2583,25.9695,-17.9084,75.5878,68296
48,-0.7944,0.6897,0.291,13.7786,-25.1908,75.3969,68316
49,-0.799,0.6792,0.3167,-2.6947,-34.2824,67.0076,68336
50,-0.7534,0.6611,0.2837,-6.9084,-39.7481,60.9542,68356
51,-0.748,0.6992,0.3025,-2.9618,-34.4198,57.4427,68376
52,-0.7805,0.79,0.3257,-8.6641,-34.0763,50.6947,68396
53,-0.7914,0.8174,0.3157,-26.4198,-40.4046,42.6412,68416
54,-0.7538,0.7524,0.3494,-34.7176,-45.0534,31.458,68436
55,-0.7038,0.7332,0.3506,-25.3435,-40.0763,20.1527,68456
56,-0.7111,0.7407,0.3604,-17.855,-29.6718,13.6947,68476
57,-0.7695,0.7354,0.3799,-15.9618,-28.7099,8.5191,68496
58,-0.7646,0.7485,0.4009,-6.8702,-31.3969,5.2824,68516
59,-0.6701,0.781,0.4026,1.1527,-18.5267,4.3206,68536
60,-0.6784,0.6858,0.3606,6.4962,-1.7557,9.3282,68556
61,-0.7453,0.7012,0.3721,7.7557,3.2595,12.9924,68576
62,-0.8046,0.6711,0.4282,6.3359,-6.8321,8.2672,68596
63,-0.7331,0.7073,0.3953,8.8626,-15.3664,5.0076,68616
64,-0.6789,0.7395,0.3772,8.9771,-5.0229,8.0611,68636
65,-0.7299,0.708,0.4138,8.7863,1.3282,8.687,68656
66,-0.7448,0.7026,0.4041,12.4122,2.8626,8.2137,68676
67,-0.7224,0.7073,0.4058,21.4122,11.6336,8.4198,68696
68,-0.747,0.7231,0.3914,32.8931,17.1221,8.2061,68716
69,-0.7702,0.7759,0.377,39.6107,16.8931,9.626,68736
70,-0.7656,0.7969,0.3713,36.2901,13.0076,10.313,68756
71,-0.7656,0.8064,0.3977,27.3969,10.2061,11.626,68776
72,-0.7836,0.8074,0.416,16.4733,9.542,8.4351,68796
73,-0.7895,0.802,0.4309,9.6412,4.2595,-0.7481,68816
74,-0.7817,0.8181,0.3831,1.6489,-0.0153,-7.0458,68836
75,-0.7773,0.8264,0.3818,-11.9313,-2.0763,-7.6718,68856
76,-0.7941,0.8027,0.4048,-24.9618,-9.0229,-9.916,68876
77,-0.7651,0.7466,0.4031,-27.7939,-17.2748,-11.9695,68896
78,-0.7516,0.7437,0.3723,-19.4504,-14.7863,-10.6412,68916
79,-0.7797,0.7173,0.4224,-16.1374,-15.2214,-8.7786,68936
80,-0.7602,0.7214,0.4033,-13.0229,-19.4809,-9.0229,68956
81,-0.7057,0.7219,0.3943,-12.4504,-15,-5.7023,68976
82,-0.7272,0.7056,0.4167,-9.7328,-6.6183,-2.8626,68996
83,-0.7392,0.6985,0.4216,-6.6489,-5.2519,0.3282,69016
84,-0.7065,0.6953,0.4128,-3.6565,-1.1832,3.4275,69036
85,-0.7141,0.7117,0.4106,5.3435,6.855,6.1756,69056
86,-0.7451,0.709,0.4236,15.6107,12.2824,5.1832,69076
87,-0.7438,0.7363,0.4199,24.7481,16.2137,5.1603,69096
88,-0.7507,0.7839,0.3989,24.5038,22.0611,8.7786,69116
89,-0.7792,0.8179,0.385,10.8473,21.9466,10.5802,69136
90,-0.7936,0.8135,0.3818,-7.4733,14.5725,8.3511,69156
91,-0.8,0.7629,0.4312,-15.542,7.5344,3.855,69176
92,-0.787,0.6951,0.4282,-11.0763,2.4962,-2.5191,69196
93,-0.7997,0.7429,0.4031,2.1832,2.9618,-7.8397,69216
94,-0.8034,0.802,0.3975,-2.1832,1.9008,-6.8397,69236
95,-0.7993,0.8135,0.394,-15.4198,-1.3435,-6.2901,69256
96,-0.7819,0.7793,0.4004,-25.0229,-6.7405,-7.084,69276
97,-0.7783,0.7478,0.3684,-29.7099,-12.6031,-7.9618,69296
98,-0.7975,0.7361,0.3899,-34.0458,-18.7328,-11.229,69316
99,-0.769,0.717,0.4197,-39.3053,-22.4122,-16.4656,69336
100,-0.728,0.6902,0.4204,-38.9847,-20.0229,-15.0458,69356
101,-0.7082,0.6323,0.4529,-34.626,-11.9237,-8.9237,69376
102,-0.7228,0.584,0.478,-19.2824,-4.9389,-1.771,69396
103,-0.7309,0.605,0.4441,2.7634,1.5802,2.2824,69416
104,-0.7358,0.668,0.437,18.2901,8.5878,5.2366,69436
105,-0.769,0.6829,0.4539,25.9008,13.1527,5.6183,69456
106,-0.7856,0.6843,0.4634,31.2443,12.9618,4.6183,69476
107,-0.7724,0.6877,0.4622,31.5496,13.145,4.542,69496
108,-0.7685,0.7122,0.4407,27.9847,17.6031,5.313,69516
109,-0.8005,0.7432,0.4253,18.1298,18.2748,5.2214,69536
110,-0.8237,0.7507,0.4126,1.7939,11.2214,4.1298,69556
111,-0.798,0.74,0.3618,-6.6336,5.374,0.8244,69576
112,-0.7785,0.7361,0.3418,-7.0153,3.4122,-0.8092,69596
113,-0.7814,0.708,0.3762,-1.8473,-0.0916,-4.313,69616
114,-0.7661,0.7046,0.3933,8.3053,-4.5802,-6.5725,69636
115,-0.7465,0.7151,0.405,10.4427,-3.5191,-5.6718,69656
116,-0.7665,0.7397,0.4143,8.0076,-3.3664,-6.0458,69676
117,-0.7736,0.7661,0.4011,-5.5496,-6.084,-5.3435,69696
118,-0.778,0.7407,0.4016,-16.6412,-8.8626,-6.4275,69716
119,-0.7714,0.689,0.4043,-18.9618,-10.0076,-8.1908,69736
120,-0.7538,0.6533,0.3953,-9.9389,-7.6412,-8.6183,69756
121,-0.7446,0.6433,0.4072,0.9008,-1.9389,-4.313,69776
122,-0.7514,0.6428,0.4192,10.374,3.4427,1.5725,69796
123,-0.7648,0.6667,0.4023,17.1832,7.084,5.4504,69816
124,-0.7802,0.7053,0.385,21.7099,8.2748,7.1985,69836
125,-0.7849,0.7324,0.3923,24.855,8.542,6.771,69856
126,-0.7858,0.748,0.4077,25.4656,9.687,5.9924,69876
127,-0.7756,0.7529,0.3992,21.4886,11.2824,5.8702,69896
128,-0.7809,0.748,0.3967,12.9389,12.3282,6.9084,69916
129,-0.8019,0.7432,0.3994,2.5802,9.4809,7.0305,69936
130,-0.8,0.7371,0.4065,-5.8015,4.1985,6.4046,69956
131,-0.777,0.7307,0.3984,-7.2748,1.916,4.084,69976
132,-0.77,0.7063,0.3962,1.2824,0.7023,-1.2214,69996
133,-0.7846,0.7603,0.3733,10.8244,1.2137,-5.0229,70016
134,-0.7912,0.7942,0.3726,7.458,-0.0611,-6.3817,70036
135,-0.787,0.7886,0.3777,-4.9084,-4.1985,-6.916,70056
136,-0.7753,0.7808,0.3887,-17.7634,-10.3206,-6.1145,70076
137,-0.779,0.7505,0.4001,-27.9084,-14.3817,-7.1908,70096
138,-0.7665,0.7139,0.3989,-33.3817,-17.0763,-8.7176,70116
139,-0.7578,0.6562,0.4099,-32.0305,-16.1679,-10.4656,70136
140,-0.7507,0.6331,0.394,-20.0687,-11.2977,-9.7634,70156
141,-0.7438,0.6143,0.3738,-0.687,-4.2672,-5.7176,70176
142,-0.7294,0.6069,0.3816,24.1145,3.4962,1.2977,70196
143,-0.7346,0.6323,0.3699,48.5725,14.5725,6.4275,70216
144,-0.7692,0.7388,0.3774,58.9618,19.9008,10.3053,70236
145,-0.8071,0.8293,0.3862,45.6641,20.7557,11.4198,70256
146,-0.8198,0.8389,0.3816,19.6412,15.4504,7.3053,70276
147,-0.8144,0.811,0.4053,-6.5115,9.3588,3.2366,70296
148,-0.7924,0.7537,0.4265,-23.6183,3.3435,-0.374,70316
149,-0.7536,0.7305,0.3594,-25.0076,3.0992,-3.1603,70336
150,-0.77,0.7273,0.3489,-19.5191,6.4198,-2.3053,70356
151,-0.82,0.7261,0.3723,-10.5267,1.3435,-5.7099,70376
152,-0.8039,0.7791,0.3486,-7.1374,-5.4885,-8.7023,70396
153,-0.8029,0.7952,0.3562,-13.626,-7.9084,-10.5115,70416
154,-0.82,0.812,0.4243,-29.0229,-13.3511,-9.4122,70436
155,-0.778,0.7314,0.4475,-48.8321,-19.374,-13,70456
156,-0.736,0.6912,0.4146,-60.3435,-15.771,-13.0687,70476
157,-0.7636,0.6692,0.4158,-67.4122,-14.458,-10.6183,70496
158,-0.7543,0.6272,0.3943,-69.0305,-16.8779,-9.8015,70516
159,-0.7553,0.5918,0.417,-64.3053,-16.2366,-6.3435,70536
160,-0.7817,0.5781,0.4668,-55.2519,-14.0229,-4.1221,70556
161,-0.759,0.5745,0.4868,-42.3588,-11.4198,-2.9542,70576
162,-0.7451,0.5806,0.4761,-29.5573,-2.229,0.0534,70596
163,-0.7851,0.582,0.4687,-19.8473,4.7634,2.6412,70616
164,-0.8073,0.5771,0.4834,-15.6489,4.5496,4.5191,70636
165,-0.7819,0.5452,0.4756,-12.4809,2.229,3.855,70656
166,-0.7529,0.5483,0.469,-5.916,6.8015,5.2977,70676
167,-0.7709,0.5601,0.4897,-2.4656,7.7557,7.2061,70696
168,-0.7797,0.5764,0.4846,-0.8321,5.0611,5.2214,70716
169,-0.7751,0.5847,0.4446,1.1374,4.6565,2.5344,70736
170,-0.801,0.6191,0.4365,1.3511,4.2824,2.374,70756
171,-0.8171,0.5957,0.4924,0.8779,-3.8931,-1.7176,70776
172,-0.7778,0.5918,0.4668,3.6718,-9.7023,-2.9466,70796
173,-0.756,0.5891,0.4817,4,-12.0611,-1.6565,70816
174,-0.7529,0.6057,0.4812,0.4809,-14.8473,-0.0916,70836
175,-0.7304,0.6104,0.46,-1.3435,-12.4962,-0.2748,70856
0,-0.2184,-0.1929,0.9863,10.4656,-2.4504,-15.3969,72996
1,-0.0295,-0.0962,0.8445,3.1374,7.5496,-7.3511,73016
2,-0.0161,-0.085,0.8418,-4.3588,2.7328,-6.6183,73036
3,-0.0226,-0.0549,0.8359,-4.9237,0.5649,-1.2824,73056
4,-0.0136,-0.0479,0.8394,-5.1756,-0.5496,1.0763,73076
5,-0.0275,-0.092,0.874,-10.0076,-4.4046,-2.2901,73096
6,-0.0351,-0.1118,0.9255,-8.9008,-9.8015,4.5038,73116
7,-0.0058,-0.1624,0.9333,-13.5267,-14.9008,12.7023,73136
8,-0.0087,-0.291,0.9551,-15.7405,-27.6794,5.084,73156
9,0.0316,-0.0425,0.9756,-14.374,-11.0916,2.2595,73176
10,-0.029,0.2466,0.9329,-72.3893,-12.8855,52.5802,73196
11,-0.2043,-0.209,1.137,-134.5343,-14.084,25.6183,73216
12,0.015,-0.2139,0.9893,-163.9389,-7.8168,22.2519,73236
13,-0.0224,-0.4707,0.9114,-156.1832,29.1756,35.9618,73256
14,-0.0349,-0.4602,0.938,-150.7023,47.4427,39.9847,73276
15,-0.0861,-0.5271,0.967,-147.2977,58.5267,53.8015,73296
16,-0.0817,-0.6208,0.8733,-109.7405,59.4885,61.7023,73316
17,-0.091,-0.6018,0.8325,-80.6107,64.3893,65.5573,73336
18,-0.0744,-0.4856,0.6646,-83.7023,66.8779,85.3511,73356
19,-0.1655,-0.376,0.6238,-97.7939,68.8779,100.3435,73376
20,-0.1848,-0.4517,0.5581,-98.6183,60.2595,131.4046,73396
21,-0.1472,-0.5225,0.4297,-84.8626,63.5573,156.4733,73416
22,-0.2316,-0.4534,0.363,-80.8626,69.7557,161.4809,73436
23,-0.3415,-0.3796,0.3208,-95.1985,60.1527,167.0382,73456
24,-0.3815,-0.3867,0.2063,-113.5038,46.5878,171.1298,73476
25,-0.4308,-0.2896,0.1313,-127.1145,45.9618,177.8779,73496
26,-0.5527,-0.2471,0.1301,-132.5573,40.6718,177.7634,73516
27,-0.6335,-0.2798,0.0793,-139.4886,17.5725,168.4657,73536
28,-0.6428,-0.249,0.0466,-138.4657,-3.8168,167.1145,73556
29,-0.6447,-0.1855,0.0054,-119.1221,-15,162.3893,73576
30,-0.6508,-0.1021,-0.0042,-88.4504,-21.1832,159.6794,73596
31,-0.6628,-0.0466,-0.0293,-67.2061,-26.1298,153.771,73616
32,-0.7131,0.0247,-0.0225,-58.1985,-30.9237,154.0229,73636
33,-0.7177,0.095,-0.0408,-60.9313,-39.5802,142.5114,73656
34,-0.7558,0.1509,-0.0176,-72.9008,-47.3969,138.3664,73676
35,-0.7863,0.1074,0.0393,-75,-62.374,129.6031,73696
36,-0.758,0.1055,0.0369,-62.1908,-73.3817,120.1679,73716
37,-0.6931,0.2,-0.0071,-55.2366,-74.145,114.916,73736
38,-0.6904,0.2625,0.0527,-63.3893,-67.542,116.9389,73756
39,-0.7438,0.241,0.1362,-68.1145,-67.0382,110.2977,73776
40,-0.7538,0.2207,0.146,-55.6794,-73.4275,100.2519,73796
41,-0.7053,0.271,0.1836,-44.3511,-78.374,93.3435,73816
42,-0.6872,0.3762,0.2463,-50.6107,-75.6641,88.5038,73836
43,-0.717,0.418,0.283,-74.229,-72.3053,84.5496,73856
44,-0.7387,0.3547,0.312,-89.7481,-77.6565,71.2366,73876
45,-0.6931,0.2769,0.2891,-77.3588,-81.0229,55.0687,73896
46,-0.6357,0.2935,0.2983,-52.542,-70.6947,43.542,73916
47,-0.6406,0.3513,0.4038,-39.4962,-51.0687,38.0992,73936
48,-0.7089,0.4131,0.4465,-48.6794,-40.9466,35.374,73956
49,-0.7563,0.3823,0.4639,-58.2824,-44.8931,28.9237,73976
50,-0.728,0.3005,0.448,-48.8015,-48.8855,16.4198,73996
51,-0.6464,0.2292,0.3884,-16.7481,-33.6336,3.7099,74016
52,-0.6533,0.3962,0.5312,-3.916,-6,0.4733,74036
53,-0.7602,0.4639,0.5493,-22.8092,-0.3359,5.2519,74056
54,-0.829,0.4146,0.4568,-46.1374,-14.2901,5.5802,74076
55,-0.8051,0.3308,0.3586,-53.7939,-27.3588,3.3206,74096
56,-0.7975,0.2761,0.3333,-43.4122,-27.1832,-2.4427,74116
57,-0.8098,0.2578,0.3772,-29.0992,-23.5496,-10.6336,74136
58,-0.8017,0.3262,0.4172,-12.6336,-23.084,-13.2443,74156
59,-0.769,0.375,0.5068,-15.9389,-26,-8.5573,74176
60,-0.7248,0.3477,0.4705,-30.2595,-22.2443,-4.687,74196
61,-0.7341,0.3213,0.4558,-41.1374,-18.2519,0.5573,74216
62,-0.7495,0.2627,0.4187,-38.3435,-16.1985,-2.2748,74236
63,-0.7397,0.2458,0.386,-24.7176,-14.145,-5.7023,74256
64,-0.7241,0.2329,0.3862,-9.4504,-9.9084,-4.0458,74276
65,-0.7158,0.1936,0.4387,7.3893,-1.7557,-3.9924,74296
66,-0.7187,0.2161,0.4919,23.8779,3.4733,-1.8626,74316
67,-0.6909,0.2168,0.467,40.8092,8.8321,0,74336
68,-0.6818,0.2668,0.425,57.3359,19.9237,0.3282,74356
69,-0.7343,0.3003,0.4438,55.7481,27.4886,2.5191,74376
70,-0.8012,0.3345,0.509,42.5267,18.2748,2.7481,74396
71,-0.7929,0.3325,0.4604,32.7405,4.8321,0.5878,74416
72,-0.7392,0.3047,0.3845,37.2061,6.1832,-6.8015,74436
73,-0.7578,0.2969,0.3669,53.6183,16.2214,-7.3053,74456
74,-0.8054,0.3271,0.4524,56.771,15.687,0.3664,74476
75,-0.8193,0.364,0.4792,50.458,10.5267,5.6718,74496
76,-0.8093,0.3792,0.4834,44.1069,10.0458,7.4962,74516
77,-0.8386,0.4099,0.4741,40.4046,12.0458,8,74536
78,-0.8649,0.4387,0.469,32.374,7.2748,5.7176,74556
79,-0.8571,0.4363,0.5044,18.5344,-1.9771,1.2595,74576
80,-0.8227,0.4646,0.5081,4.1298,-7.9542,-6.6565,74596
81,-0.8095,0.5601,0.5269,-20.3359,-8.0611,-8.8321,74616
82,-0.8203,0.499,0.4951,-50.3664,-14.4962,-12.7099,74636
83,-0.8024,0.4033,0.4333,-62.3206,-20.5191,-16.2214,74656
84,-0.7883,0.3623,0.4207,-64,-22.7176,-15.5802,74676
85,-0.7851,0.3474,0.4167,-62.8092,-24.6718,-12.4504,74696
86,-0.7599,0.3301,0.4033,-57.6336,-24.6336,-10.2901,74716
87,-0.7346,0.3191,0.4321,-50.9618,-21.2748,-7.8321,74736
88,-0.7211,0.3259,0.4597,-50.5573,-19.1145,-6.3435,74756
89,-0.706,0.3083,0.4524,-55.6336,-19.3511,-5.2214,74776
90,-0.6923,0.252,0.4443,-54.1221,-19.1756,-6.084,74796
91,-0.6904,0.2219,0.4243,-49.6565,-16.1221,-5.084,74816
92,-0.707,0.1646,0.4417,-41.6031,-12.2824,-5.1527,74836
93,-0.705,0.103,0.4492,-23.5267,-7.2824,-3.4198,74856
94,-0.696,0.0747,0.4575,3.0687,1.4504,1.4656,74876
95,-0.7172,0.0747,0.4353,33.3817,11.4046,6.5038,74896
96,-0.7492,0.1318,0.4321,59.5038,20.9542,10.4962,74916
97,-0.7668,0.2375,0.489,69.2672,23.1145,14.6107,74936
98,-0.7702,0.3308,0.5417,54.084,19.4886,18.2824,74956
99,-0.7663,0.3135,0.5403,33.0153,14.6718,15.5878,74976
100,-0.7607,0.2656,0.4902,29.0763,13.9542,7.2366,74996
101,-0.7719,0.2688,0.4375,45.2748,18.626,2.9008,75016
102,-0.7914,0.2939,0.4529,59.6336,19.3969,7.1374,75036
103,-0.7836,0.29,0.4973,67.8779,17.5954,10.6489,75056
104,-0.7731,0.2825,0.4663,82.0916,19.4046,13.6336,75076
105,-0.7841,0.2991,0.4514,101.3664,25.1069,19.0611,75096
106,-0.8198,0.4287,0.4595,103.6412,27.4504,27.916,75116
107,-0.8488,0.4944,0.5269,79.9313,17.3053,29.5573,75136
108,-0.8066,0.48,0.4949,63.9771,10.9924,23.3817,75156
109,-0.8132,0.4797,0.4602,60.2061,14.0305,14.7023,75176
110,-0.8254,0.5759,0.4009,48.626,14.6489,13.9389,75196
111,-0.8686,0.6028,0.4321,20.3588,4.7481,16.9389,75216
112,-0.8371,0.5247,0.4436,-0.5191,-8.8321,13.7328,75236
113,-0.8039,0.4504,0.4385,-0.8321,-13.9008,10.6794,75256
114,-0.7966,0.4348,0.4258,11.3359,-15.4656,9.9618,75276
115,-0.7717,0.4727,0.4106,21.1298,-14.4198,11.6489,75296
116,-0.758,0.5186,0.4429,28.9084,-12.145,11.4198,75316
117,-0.7355,0.5659,0.4644,32.2595,-8.7099,9.8931,75336
118,-0.7228,0.5781,0.4612,26.3664,-5.2824,7.3893,75356
119,-0.7429,0.5593,0.4731,15.0611,-3.7176,3.4198,75376
120,-0.758,0.5674,0.4775,2.6107,-6.4122,-2.084,75396
121,-0.7529,0.5466,0.4592,-7.916,-8.9389,-5.5725,75416
122,-0.7543,0.5222,0.4075,-9.0076,-8.3817,-7.2901,75436
123,-0.7704,0.4841,0.4343,-5.313,-8.542,-8.1145,75456
124,-0.7695,0.4663,0.4526,5.8397,-7.2366,-8.0992,75476
125,-0.7499,0.4561,0.4622,19.7863,0.9618,-5.916,75496
126,-0.7607,0.4739,0.4714,46.9618,14.6565,-4.084,75516
127,-0.777,0.5295,0.4719,59.9237,22.916,3.626,75536
128,-0.8058,0.572,0.4624,52.687,25.3511,7.916,75556
129,-0.8251,0.5967,0.4595,38.3359,18.9084,7.3664,75576
130,-0.8149,0.5752,0.4495,28.1221,12.1069,2.0382,75596
131,-0.7726,0.5937,0.429,27.0916,12.458,-2.6031,75616
132,-0.7936,0.5991,0.3967,23.1603,13.9695,-2.3359,75636
133,-0.8068,0.5969,0.416,16.4504,11.0458,-2.8321,75656
134,-0.8019,0.606,0.448,6.7634,8.4656,-3.5115,75676
135,-0.8217,0.5957,0.4321,-1.1527,7.0153,-4.313,75696
136,-0.8325,0.5913,0.4207,-6.5802,5.9008,-4.1908,75716
137,-0.862,0.5742,0.4062,-11.1221,0.7405,-3.8092,75736
138,-0.8474,0.5591,0.4067,-17.145,-7.3588,-1.9313,75756
139,-0.8239,0.5464,0.4375,-19.2443,-9.4427,-1.7023,75776
140,-0.8278,0.5452,0.4546,-20.2214,-11.9618,-1.0229,75796
141,-0.8122,0.5513,0.4687,-18.0458,-15.7252,-2.5649,75816
142,-0.7822,0.5657,0.4529,-17.4656,-14.084,-3.084,75836
143,-0.8005,0.606,0.4392,-24.687,-14.7252,-3,75856
144,-0.7949,0.5867,0.468,-38.9695,-20.5344,-4.626,75876
145,-0.7658,0.511,0.459,-43.7786,-21.4504,-8.916,75896
146,-0.7331,0.4797,0.4734,-37.9008,-17.9542,-12.084,75916
147,-0.7155,0.4788,0.4399,-31.5114,-10.0382,-10.0534,75936
148,-0.7255,0.4751,0.4514,-28.084,-5.9008,-4.3282,75956
149,-0.7319,0.4321,0.4216,-19.9847,-1.1374,-1.4885,75976
150,-0.7497,0.4124,0.4263,-2.7405,7.6641,-0.6107,75996
151,-0.7783,0.4114,0.4492,17.9771,13.5191,1.2443,76016
152,-0.7956,0.4556,0.4551,32.3664,16.1221,3.6412,76036
153,-0.7966,0.5061,0.4641,37.6794,18.9008,7.2519,76056
154,-0.7844,0.5349,0.4756,33.5725,21.2595,8.7786,76076
155,-0.7831,0.4949,0.5093,28.4809,17.2824,3.3435,76096
156,-0.7731,0.5046,0.458,28.229,12.7023,-3.4122,76116
157,-0.789,0.502,0.4399,25.3359,10.9542,-2.2824,76136
158,-0.8022,0.5261,0.4304,20.0458,7.0305,1.2366,76156
159,-0.8032,0.5791,0.4297,10.5954,5.4733,4.1985,76176
160,-0.8181,0.5483,0.4202,4.9847,4.0687,2.1221,76196
161,-0.8266,0.5598,0.427,4.2977,1.6336,0.0763,76216
162,-0.832,0.5708,0.429,1.2366,0.9847,-1.6641,76236
163,-0.8447,0.5862,0.4417,-2.5496,-1.1069,-2.3435,76256
164,-0.8251,0.5796,0.4668,-14.4351,-3.7099,-1.8015,76276
165,-0.82,0.5339,0.489,-21.1527,-8.2672,-4.1756,76296
166,-0.8019,0.5327,0.4695,-24.0382,-13.7405,-5.7634,76316
167,-0.7814,0.552,0.4089,-25.4962,-16.1527,-3.1221,76336
168,-0.7939,0.5413,0.3979,-26.0153,-14.5725,-0.7939,76356
169,-0.8061,0.5173,0.4573,-28.2214,-17.5878,-3.3893,76376
170,-0.778,0.5054,0.5046,-31.2824,-19.3511,-5.2748,76396
171,-0.7343,0.5049,0.4919,-37.5802,-15.6107,-3.3969,76416
172,-0.7399,0.4729,0.4719,-37.145,-7.8779,-1.4198,76436
173,-0.7614,0.4678,0.4336,-28.9313,-3.1221,0.9847,76456
174,-0.7807,0.457,0.4397,-19.4351,-1.7328,0.0382,76476
175,-0.7707,0.4429,0.4429,-12.1145,-3.458,-0.5954,76496
0,0.0418,-0.1487,0.7952,-7.1832,3.4733,1.771,78796
1,0.0582,-0.1685,0.7454,-3.0611,6.5344,0.8397,78816
2,0.0313,-0.1724,0.7874,-1.7863,5.0458,-3.4504,78836
3,0.0318,-0.1265,0.7893,-3.5496,4.7328,-2.4427,78856
4,0.0362,-0.1472,0.7854,-4.5573,5.0992,1.229,78876
5,0.0421,-0.1885,0.8296,-5.0763,4.8702,2.4198,78896
6,0.024,-0.2097,0.8308,-4.4122,-2.5802,-3.8931,78916
7,0.0184,-0.2119,0.8518,-4.8244,-10.7405,-11.7481,78936
8,0.2171,-0.1975,0.6841,1.6794,-16.5191,-18.7863,78956
9,0.118,-0.1775,0.7722,-3.8015,-5.3435,-16.1603,78976
10,0.0201,-0.1428,0.8528,-6.7634,-4.9237,-16.3511,78996
11,0.0176,-0.0483,0.9451,-9.5573,10.3893,6.9542,79016
12,-0.0178,-0.1069,0.99,-47.0763,-4.4046,11.542,79036
13,0.0772,-0.168,0.8267,-68.4885,3.2366,17.3664,79056
14,0.0965,-0.1943,0.803,-79.7863,16.6489,20.2519,79076
15,0.0657,-0.2261,0.9146,-102.7557,19.2214,29.9008,79096
16,0.0506,-0.3865,0.9155,-115.0611,21.4656,32.5038,79116
17,0.0818,-0.5254,0.8621,-104.9389,30.3053,39.5191,79136
18,0.0113,-0.4453,0.8093,-95.1298,53.1298,53.6183,79156
19,-0.1091,-0.4861,0.8684,-94.3817,59.8702,67.0458,79176
20,-0.0927,-0.5371,0.8218,-109.2366,58.6107,82.7939,79196
21,-0.1078,-0.5251,0.6665,-129.0992,71.5954,102.1908,79216
22,-0.2155,-0.5413,0.6069,-143.458,75.8092,116.9389,79236
23,-0.2543,-0.6077,0.5,-145.9008,70.626,131.0687,79256
24,-0.2963,-0.604,0.4268,-138.2061,66.0687,144.8168,79276
25,-0.322,-0.5901,0.3479,-134.5114,55.8321,161.9847,79296
